customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,Churn Probability,Risk Level,Recommended Action
2869-ADAWR,45,89.3,4016.85,Month-to-month,Fiber optic,0.5948929301845739,Medium Risk,Monitor and Contact for further deals
9780-FKVVF,6,59.15,336.7,Month-to-month,DSL,0.5948580097404172,Medium Risk,Monitor and Contact for further deals
5707-ORNDZ,9,54.55,494.05,Month-to-month,DSL,0.5932273533651381,Medium Risk,Monitor and Contact for further deals
2189-UXTKY,22,79.2,1742.75,Month-to-month,DSL,0.5931028538197702,Medium Risk,Monitor and Contact for further deals
3808-HFKDE,20,44.35,927.15,Month-to-month,DSL,0.5926681868522328,Medium Risk,Monitor and Contact for further deals
7909-FIOIY,19,24.85,434.8,Month-to-month,DSL,0.5910225666726354,Medium Risk,Monitor and Contact for further deals
0356-ERHVT,11,45.9,521.9,Month-to-month,DSL,0.5905901321792394,Medium Risk,Monitor and Contact for further deals
6439-GTPCA,45,87.25,3941.7,Month-to-month,Fiber optic,0.589518831948943,Medium Risk,Monitor and Contact for further deals
7593-XFKDI,1,46.3,46.3,Month-to-month,DSL,0.589141688291823,Medium Risk,Monitor and Contact for further deals
0080-OROZO,35,99.25,3532.0,One year,Fiber optic,0.5871270396556496,Medium Risk,Monitor and Contact for further deals
7075-BNDVQ,4,35.0,135.75,Month-to-month,DSL,0.5849208266530737,Medium Risk,Monitor and Contact for further deals
6641-XRPSU,34,70.0,2416.1,Month-to-month,Fiber optic,0.5847081825854086,Medium Risk,Monitor and Contact for further deals
4183-WCSEP,31,78.45,2435.15,Month-to-month,Fiber optic,0.5846087159352708,Medium Risk,Monitor and Contact for further deals
2139-FQHLM,19,89.95,1682.4,Month-to-month,Fiber optic,0.5839943458883733,Medium Risk,Monitor and Contact for further deals
1205-WNWPJ,7,59.5,415.95,Month-to-month,DSL,0.5831089691590549,Medium Risk,Monitor and Contact for further deals
2669-OIDSD,48,100.05,4834.0,Month-to-month,Fiber optic,0.5786732090132043,Medium Risk,Monitor and Contact for further deals
0929-PECLO,63,89.6,5538.8,Month-to-month,Fiber optic,0.5782735531475012,Medium Risk,Monitor and Contact for further deals
2100-BDNSN,5,67.95,350.3,Month-to-month,DSL,0.5773558867726923,Medium Risk,Monitor and Contact for further deals
0856-NAOES,6,60.9,414.1,Month-to-month,DSL,0.5767907148383999,Medium Risk,Monitor and Contact for further deals
5949-HGVJL,26,73.05,1959.5,Month-to-month,DSL,0.5727389631643988,Medium Risk,Monitor and Contact for further deals
3194-ORPIK,50,84.4,4116.15,Month-to-month,Fiber optic,0.572064955732032,Medium Risk,Monitor and Contact for further deals
4983-CLMLV,52,102.7,5138.1,Month-to-month,Fiber optic,0.5708123666135181,Medium Risk,Monitor and Contact for further deals
3466-WAESX,16,69.1,1083.7,Month-to-month,DSL,0.569328127978503,Medium Risk,Monitor and Contact for further deals
8399-YNDCH,21,60.05,1236.15,Month-to-month,DSL,0.5688610446105824,Medium Risk,Monitor and Contact for further deals
9795-VOWON,7,24.35,150.85,One year,DSL,0.5683594766641251,Medium Risk,Monitor and Contact for further deals
3898-GUYTS,45,97.05,4385.05,Month-to-month,Fiber optic,0.56604397509626,Medium Risk,Monitor and Contact for further deals
8840-DQLGN,35,100.5,3653.35,Month-to-month,Fiber optic,0.5647260524410864,Medium Risk,Monitor and Contact for further deals
5035-PGZXH,56,106.8,5914.4,One year,Fiber optic,0.5646362464257734,Medium Risk,Monitor and Contact for further deals
0107-WESLM,1,19.85,19.85,Month-to-month,No,0.5644080741702076,Medium Risk,Monitor and Contact for further deals
7554-AKDQF,6,45.65,323.45,Month-to-month,DSL,0.5640507568005093,Medium Risk,Monitor and Contact for further deals
3018-TFTSU,12,81.7,858.6,Month-to-month,Fiber optic,0.5633909859546969,Medium Risk,Monitor and Contact for further deals
1564-HJUVY,4,63.75,226.2,Month-to-month,DSL,0.5633604589253787,Medium Risk,Monitor and Contact for further deals
4026-SKKHW,3,50.25,152.3,Month-to-month,DSL,0.5632208034168723,Medium Risk,Monitor and Contact for further deals
1794-HBQTJ,1,48.6,48.6,Month-to-month,DSL,0.5632063025828756,Medium Risk,Monitor and Contact for further deals
0322-YINQP,1,48.55,48.55,Month-to-month,DSL,0.5612021506999431,Medium Risk,Monitor and Contact for further deals
6507-DTJZV,13,66.4,831.75,Month-to-month,DSL,0.556062309635445,Medium Risk,Monitor and Contact for further deals
4720-VSTSI,44,84.8,3862.55,Month-to-month,Fiber optic,0.5559215783754391,Medium Risk,Monitor and Contact for further deals
8404-FYDIB,26,86.65,2208.75,Month-to-month,Fiber optic,0.5554842025349035,Medium Risk,Monitor and Contact for further deals
7055-HNEOJ,3,55.8,154.55,Month-to-month,DSL,0.5547482653100912,Medium Risk,Monitor and Contact for further deals
4280-DLSHD,8,54.75,445.85,Month-to-month,DSL,0.5536143500975278,Medium Risk,Monitor and Contact for further deals
2181-UAESM,2,53.45,119.5,Month-to-month,DSL,0.5534815859648915,Medium Risk,Monitor and Contact for further deals
2858-EIMXH,53,95.85,5016.25,One year,Fiber optic,0.553415063356507,Medium Risk,Monitor and Contact for further deals
7251-LJBQN,40,103.75,4188.4,One year,Fiber optic,0.5524215888211682,Medium Risk,Monitor and Contact for further deals
8757-TFHHJ,1,49.8,49.8,Month-to-month,DSL,0.5524025965665034,Medium Risk,Monitor and Contact for further deals
6599-GZWCM,13,74.65,966.25,One year,Fiber optic,0.5520583617113194,Medium Risk,Monitor and Contact for further deals
5527-ACHSO,11,70.5,829.3,Month-to-month,DSL,0.5509611859313662,Medium Risk,Monitor and Contact for further deals
3873-NFTGI,14,55.5,767.55,Month-to-month,DSL,0.5483355321095092,Medium Risk,Monitor and Contact for further deals
6905-NIQIN,1,50.65,50.65,Month-to-month,DSL,0.5455550523705955,Medium Risk,Monitor and Contact for further deals
3062-ICYZQ,51,93.8,4539.35,Month-to-month,Fiber optic,0.5454035898711123,Medium Risk,Monitor and Contact for further deals
1803-BGNBD,12,54.3,654.5,Month-to-month,DSL,0.5435483097383045,Medium Risk,Monitor and Contact for further deals
7750-EYXWZ,12,60.65,743.3,One year,DSL,0.5411594752685037,Medium Risk,Monitor and Contact for further deals
9688-YGXVR,44,88.15,3973.2,Month-to-month,Fiber optic,0.5404899450905428,Medium Risk,Monitor and Contact for further deals
5060-TQUQN,30,83.55,2570.2,Month-to-month,Fiber optic,0.5396928314673807,Medium Risk,Monitor and Contact for further deals
1208-NBVFH,20,49.6,939.8,Month-to-month,DSL,0.5373748635982227,Medium Risk,Monitor and Contact for further deals
6538-POCHL,33,79.0,2576.8,Month-to-month,Fiber optic,0.5365459465719941,Medium Risk,Monitor and Contact for further deals
6576-FBXOJ,17,54.6,934.8,One year,DSL,0.535448903323722,Medium Risk,Monitor and Contact for further deals
7133-VBDCG,25,79.85,2015.35,Month-to-month,Fiber optic,0.5354337785848676,Medium Risk,Monitor and Contact for further deals
2817-NTQDO,13,45.55,597.0,Month-to-month,DSL,0.5346888339776348,Medium Risk,Monitor and Contact for further deals
8201-AAXCB,25,60.35,1404.65,Month-to-month,DSL,0.5346534691842426,Medium Risk,Monitor and Contact for further deals
8388-FYNPZ,4,56.75,245.15,Month-to-month,DSL,0.5341541852690772,Medium Risk,Monitor and Contact for further deals
2806-MLNTI,52,105.1,5376.4,One year,Fiber optic,0.5340304143953979,Medium Risk,Monitor and Contact for further deals
8033-VCZGH,50,103.95,5231.3,One year,Fiber optic,0.5337790745198358,Medium Risk,Monitor and Contact for further deals
6818-WOBHJ,68,89.6,6127.6,Month-to-month,Fiber optic,0.5334262854126218,Medium Risk,Monitor and Contact for further deals
4001-TSBTV,58,91.55,5511.65,Month-to-month,Fiber optic,0.5327191065265316,Medium Risk,Monitor and Contact for further deals
7551-DACSP,6,55.3,324.25,Month-to-month,DSL,0.5321056893589221,Medium Risk,Monitor and Contact for further deals
8980-WQFWL,35,62.1,2096.1,Month-to-month,DSL,0.5314967111460774,Medium Risk,Monitor and Contact for further deals
2479-BRAMR,41,83.75,3273.55,Month-to-month,Fiber optic,0.5311652555623242,Medium Risk,Monitor and Contact for further deals
5071-FBJFS,4,50.3,217.1,Month-to-month,DSL,0.5303092112192606,Medium Risk,Monitor and Contact for further deals
1353-LJWEM,11,60.9,688.5,Month-to-month,DSL,0.5300560064172474,Medium Risk,Monitor and Contact for further deals
2692-PFYTJ,1,25.75,25.75,Month-to-month,No,0.529093226878635,Medium Risk,Monitor and Contact for further deals
3815-SLMEF,3,34.25,139.35,Month-to-month,DSL,0.5285375813840478,Medium Risk,Monitor and Contact for further deals
0799-DDIHE,15,46.3,639.45,Month-to-month,DSL,0.5283112208855386,Medium Risk,Monitor and Contact for further deals
4130-MZLCC,5,50.55,244.75,Month-to-month,DSL,0.5275229205872922,Medium Risk,Monitor and Contact for further deals
2937-FTHUR,18,64.8,1166.7,Month-to-month,DSL,0.526974173084647,Medium Risk,Monitor and Contact for further deals
0668-OGMHD,21,28.5,629.35,Month-to-month,DSL,0.5268787541878757,Medium Risk,Monitor and Contact for further deals
8705-DWKTI,52,83.8,4331.4,Month-to-month,Fiber optic,0.5253191543301237,Medium Risk,Monitor and Contact for further deals
4628-WQCQQ,35,85.15,3030.6,One year,Fiber optic,0.5248944839735531,Medium Risk,Monitor and Contact for further deals
7346-MEDWM,59,83.25,4949.1,Month-to-month,Fiber optic,0.5245435372954307,Medium Risk,Monitor and Contact for further deals
0643-OKLRP,47,80.35,3825.85,Month-to-month,Fiber optic,0.5244074231657455,Medium Risk,Monitor and Contact for further deals
2810-FTLEM,16,50.15,762.25,Month-to-month,DSL,0.523669652585611,Medium Risk,Monitor and Contact for further deals
7993-NQLJE,15,75.1,1151.55,Month-to-month,Fiber optic,0.5234495537212538,Medium Risk,Monitor and Contact for further deals
7966-YOTQW,10,54.5,568.2,Month-to-month,DSL,0.522826195309174,Medium Risk,Monitor and Contact for further deals
9948-YPTDG,38,79.45,3013.05,Month-to-month,Fiber optic,0.5205657139931266,Medium Risk,Monitor and Contact for further deals
9912-OMZDS,59,106.15,6256.2,One year,Fiber optic,0.5194712876836294,Medium Risk,Monitor and Contact for further deals
2195-VVRJF,18,59.1,1011.05,Month-to-month,DSL,0.5193902797931702,Medium Risk,Monitor and Contact for further deals
1360-JYXKQ,54,99.1,5437.1,One year,Fiber optic,0.5183226275216923,Medium Risk,Monitor and Contact for further deals
2623-DRYAM,70,101.75,7069.3,One year,Fiber optic,0.5169069986209186,Medium Risk,Monitor and Contact for further deals
1074-AMIOH,53,108.25,5935.1,Month-to-month,Fiber optic,0.51680487119606,Medium Risk,Monitor and Contact for further deals
7742-MYPGI,6,48.8,297.35,Month-to-month,DSL,0.5165590217910859,Medium Risk,Monitor and Contact for further deals
7629-WIXZF,7,59.1,369.25,One year,DSL,0.5148689752672756,Medium Risk,Monitor and Contact for further deals
3604-WLABM,10,54.25,583.0,Month-to-month,DSL,0.5145519401086455,Medium Risk,Monitor and Contact for further deals
4291-HYEBC,28,39.1,1096.6,One year,DSL,0.5139970172303293,Medium Risk,Monitor and Contact for further deals
1784-EZDKJ,51,106.8,5498.8,One year,Fiber optic,0.5138618722217179,Medium Risk,Monitor and Contact for further deals
0512-FLFDW,60,100.5,6029.0,One year,Fiber optic,0.5132824604535333,Medium Risk,Monitor and Contact for further deals
2320-SLKMB,26,44.45,1183.8,Month-to-month,DSL,0.5131550010222854,Medium Risk,Monitor and Contact for further deals
0419-YAAPX,49,85.3,4297.95,Month-to-month,Fiber optic,0.5121993070391502,Medium Risk,Monitor and Contact for further deals
5553-AOINX,66,104.9,6891.45,One year,Fiber optic,0.5120448017228457,Medium Risk,Monitor and Contact for further deals
1935-IMVBB,56,89.7,4952.95,Month-to-month,Fiber optic,0.5117369684664892,Medium Risk,Monitor and Contact for further deals
3629-WEAAM,8,64.1,504.05,Month-to-month,DSL,0.5096333861516947,Medium Risk,Monitor and Contact for further deals
8755-IWJHN,69,95.35,6382.0,Month-to-month,Fiber optic,0.5094582899600972,Medium Risk,Monitor and Contact for further deals
2293-IJWPS,57,100.75,5985.0,One year,Fiber optic,0.5086136735055281,Medium Risk,Monitor and Contact for further deals
7343-EOBEU,3,23.6,89.05,Month-to-month,No,0.5082233931738388,Medium Risk,Monitor and Contact for further deals
8049-WJCLQ,10,60.2,563.5,Month-to-month,DSL,0.5076133187887844,Medium Risk,Monitor and Contact for further deals
1215-FIGMP,60,89.9,5450.7,Month-to-month,Fiber optic,0.505888799667898,Medium Risk,Monitor and Contact for further deals
5136-GFPMB,54,89.4,4869.5,Month-to-month,Fiber optic,0.5048563264774412,Medium Risk,Monitor and Contact for further deals
2207-OBZNX,7,51.0,354.05,Month-to-month,DSL,0.5043063400172709,Medium Risk,Monitor and Contact for further deals
7356-IWLFW,46,80.0,3769.7,Month-to-month,Fiber optic,0.5020379471079074,Medium Risk,Monitor and Contact for further deals
4250-FDVOU,6,56.25,389.1,Month-to-month,DSL,0.5004031879090125,Medium Risk,Monitor and Contact for further deals
1899-VXWXM,48,106.1,5082.8,One year,Fiber optic,0.5001257208185238,Medium Risk,Monitor and Contact for further deals
9103-TCIHJ,15,55.7,899.8,Month-to-month,DSL,0.49874123379762414,Medium Risk,Monitor and Contact for further deals
3780-DDGSE,35,76.05,2747.2,Month-to-month,DSL,0.49869701830464325,Medium Risk,Monitor and Contact for further deals
4797-AXPXK,1,60.0,60.0,Month-to-month,DSL,0.4952238485638969,Medium Risk,Monitor and Contact for further deals
6968-GMKPR,55,81.55,4509.5,Month-to-month,Fiber optic,0.49502036848605824,Medium Risk,Monitor and Contact for further deals
7905-NJMXS,7,64.2,475.0,Month-to-month,DSL,0.4943194301163922,Medium Risk,Monitor and Contact for further deals
6366-XIVKZ,13,63.15,816.8,Month-to-month,DSL,0.49404097063922586,Medium Risk,Monitor and Contact for further deals
7821-DPRQE,68,107.7,7320.9,Month-to-month,Fiber optic,0.4924478325119504,Medium Risk,Monitor and Contact for further deals
8450-JOVAH,2,56.7,113.55,Month-to-month,DSL,0.4920749409846311,Medium Risk,Monitor and Contact for further deals
4851-BQDNX,40,85.05,3355.65,One year,Fiber optic,0.49165481220657764,Medium Risk,Monitor and Contact for further deals
6572-ADKRS,46,74.8,3548.3,Month-to-month,Fiber optic,0.49059010910374407,Medium Risk,Monitor and Contact for further deals
9835-ZIITK,66,110.85,7491.75,One year,Fiber optic,0.48982271950468165,Medium Risk,Monitor and Contact for further deals
6633-SYEUS,23,83.2,2032.3,Month-to-month,Fiber optic,0.48957646496725327,Medium Risk,Monitor and Contact for further deals
6284-KMNUF,56,98.0,5270.6,One year,Fiber optic,0.48954769755350364,Medium Risk,Monitor and Contact for further deals
3577-AMVUX,1,55.05,55.05,Month-to-month,DSL,0.4877914506942291,Medium Risk,Monitor and Contact for further deals
4232-JGKIY,1,19.2,19.2,Month-to-month,No,0.48729498002098337,Medium Risk,Monitor and Contact for further deals
2832-SCUCO,2,19.9,57.4,Month-to-month,No,0.48686368280969367,Medium Risk,Monitor and Contact for further deals
1685-VAYJF,11,45.2,492.0,Month-to-month,DSL,0.48673147369646597,Medium Risk,Monitor and Contact for further deals
2731-GJRDG,32,109.55,3608.0,One year,Fiber optic,0.48463275269228795,Medium Risk,Monitor and Contact for further deals
7673-LPRNY,23,78.55,1843.05,One year,DSL,0.4839786107086793,Medium Risk,Monitor and Contact for further deals
9500-LTVBP,35,80.05,2835.9,Month-to-month,Fiber optic,0.4834361489412461,Medium Risk,Monitor and Contact for further deals
6067-NGCEU,65,111.05,7107.0,Month-to-month,Fiber optic,0.48306449624851494,Medium Risk,Monitor and Contact for further deals
8695-WDYEA,1,51.25,51.25,Month-to-month,DSL,0.4817038551973584,Medium Risk,Monitor and Contact for further deals
6773-LQTVT,29,35.65,1025.15,Month-to-month,DSL,0.48122791231189566,Medium Risk,Monitor and Contact for further deals
4800-VHZKI,1,19.9,19.9,Month-to-month,No,0.4801188264515971,Medium Risk,Monitor and Contact for further deals
4897-QSUYC,1,20.15,20.15,Month-to-month,No,0.4799445352677041,Medium Risk,Monitor and Contact for further deals
4634-JLRJT,1,20.35,20.35,Month-to-month,No,0.4798051058332999,Medium Risk,Monitor and Contact for further deals
7402-PWYJJ,53,91.15,4862.5,One year,Fiber optic,0.4778577557831639,Medium Risk,Monitor and Contact for further deals
2995-UPRYS,40,99.2,4062.2,One year,Fiber optic,0.475119199029462,Medium Risk,Monitor and Contact for further deals
3744-ZBHON,3,20.2,65.95,Month-to-month,No,0.47480375661105384,Medium Risk,Monitor and Contact for further deals
0887-WBJVH,53,93.45,4872.2,One year,Fiber optic,0.4740384664139676,Medium Risk,Monitor and Contact for further deals
0853-NWIFK,45,100.3,4483.95,One year,Fiber optic,0.47233859421455926,Medium Risk,Monitor and Contact for further deals
1958-RNRKS,30,49.9,1441.95,Month-to-month,DSL,0.47115034731709804,Medium Risk,Monitor and Contact for further deals
0701-TJSEF,9,68.25,576.95,Month-to-month,DSL,0.47068482054257665,Medium Risk,Monitor and Contact for further deals
5906-BFOZT,1,19.5,19.5,Month-to-month,No,0.47031004036172386,Medium Risk,Monitor and Contact for further deals
1000-AJSLD,1,20.1,20.1,Month-to-month,No,0.4698925714276566,Medium Risk,Monitor and Contact for further deals
1360-RCYRT,23,30.35,678.75,Month-to-month,DSL,0.4692829473139748,Medium Risk,Monitor and Contact for further deals
3594-IVHJZ,2,20.45,42.45,Month-to-month,No,0.46874875448482667,Medium Risk,Monitor and Contact for further deals
5445-GLVOT,22,49.8,1049.05,Month-to-month,DSL,0.4674985380685507,Medium Risk,Monitor and Contact for further deals
0516-WJVXC,5,54.2,308.25,Month-to-month,DSL,0.4674796383737872,Medium Risk,Monitor and Contact for further deals
3679-XASPY,1,19.45,19.45,Month-to-month,No,0.4672145877608193,Medium Risk,Monitor and Contact for further deals
8930-XOTDP,18,55.95,1082.8,Month-to-month,DSL,0.46708269696269794,Medium Risk,Monitor and Contact for further deals
3807-XHCJH,1,20.0,20.0,Month-to-month,No,0.4668322051957341,Medium Risk,Monitor and Contact for further deals
5066-GFJMM,3,19.9,45.75,Month-to-month,No,0.46541785186660684,Medium Risk,Monitor and Contact for further deals
1324-NLTJE,15,55.0,757.1,Month-to-month,DSL,0.46507694810875494,Medium Risk,Monitor and Contact for further deals
2091-MJTFX,30,51.2,1561.5,Month-to-month,DSL,0.4643526767570858,Medium Risk,Monitor and Contact for further deals
7722-CVFXN,54,105.2,5637.85,One year,Fiber optic,0.4633652475092865,Medium Risk,Monitor and Contact for further deals
7610-TVOPG,15,26.35,378.6,Month-to-month,No,0.4619205623143352,Medium Risk,Monitor and Contact for further deals
5325-UWTWJ,31,90.55,2929.75,Month-to-month,Fiber optic,0.46075881901142257,Medium Risk,Monitor and Contact for further deals
6647-ZEDXT,30,110.45,3327.05,One year,Fiber optic,0.4598007772693293,Medium Risk,Monitor and Contact for further deals
0953-LGOVU,12,35.5,432.25,Month-to-month,DSL,0.4578469235374072,Medium Risk,Monitor and Contact for further deals
1470-PSXNM,49,93.65,4520.15,One year,Fiber optic,0.4577074723590802,Medium Risk,Monitor and Contact for further deals
4003-FUSHP,19,61.55,1093.2,Month-to-month,DSL,0.4576998682203697,Medium Risk,Monitor and Contact for further deals
2233-FAGXV,5,24.3,132.25,Month-to-month,No,0.45735129277284103,Medium Risk,Monitor and Contact for further deals
9103-CXVOK,1,19.75,19.75,Month-to-month,No,0.456952254523024,Medium Risk,Monitor and Contact for further deals
3920-HIHMQ,26,49.5,1265.65,Month-to-month,DSL,0.4565411933154782,Medium Risk,Monitor and Contact for further deals
4098-NAUKP,68,84.65,5683.6,Month-to-month,Fiber optic,0.45644256326574667,Medium Risk,Monitor and Contact for further deals
8259-NFJTV,7,34.65,246.6,Month-to-month,DSL,0.45544836679443956,Medium Risk,Monitor and Contact for further deals
0369-ZGOVK,28,70.4,1992.2,One year,Fiber optic,0.4540016213329344,Medium Risk,Monitor and Contact for further deals
5287-QWLKY,71,105.1,7548.1,Month-to-month,Fiber optic,0.4524341721817772,Medium Risk,Monitor and Contact for further deals
3307-TLCUD,17,34.4,592.75,Month-to-month,DSL,0.4520446383931358,Medium Risk,Monitor and Contact for further deals
7636-XUHWW,2,19.9,33.7,Month-to-month,No,0.4505908362869178,Medium Risk,Monitor and Contact for further deals
4869-EPIUS,56,80.9,4557.5,One year,Fiber optic,0.4498216723954077,Medium Risk,Monitor and Contact for further deals
1356-MKYSK,6,78.65,483.3,Month-to-month,DSL,0.4495338878860945,Medium Risk,Monitor and Contact for further deals
9705-IOVQQ,61,99.0,5969.3,One year,Fiber optic,0.4463531322760835,Medium Risk,Monitor and Contact for further deals
4194-WHFCB,59,96.65,5580.8,Month-to-month,Fiber optic,0.44520956897401676,Medium Risk,Monitor and Contact for further deals
8082-GHXOP,13,44.0,659.35,Month-to-month,DSL,0.4430704345801958,Medium Risk,Monitor and Contact for further deals
6476-YHMGA,15,76.5,1155.6,Month-to-month,DSL,0.4423387047364873,Medium Risk,Monitor and Contact for further deals
1410-RSCMR,7,71.35,515.75,Month-to-month,DSL,0.44224689910672044,Medium Risk,Monitor and Contact for further deals
7853-GVUDZ,1,20.15,20.15,Month-to-month,No,0.44209003428288307,Medium Risk,Monitor and Contact for further deals
7530-HDYDS,38,84.25,3264.5,Month-to-month,Fiber optic,0.44046887487706954,Medium Risk,Monitor and Contact for further deals
9099-FTUHS,23,54.4,1249.25,Month-to-month,DSL,0.43945856582073967,Medium Risk,Monitor and Contact for further deals
3472-OAOOR,19,34.95,610.2,Month-to-month,DSL,0.43909761238525,Medium Risk,Monitor and Contact for further deals
0187-WZNAB,27,74.4,1972.35,Month-to-month,Fiber optic,0.43677579627900587,Medium Risk,Monitor and Contact for further deals
7130-CTCUS,16,54.55,825.1,Month-to-month,DSL,0.43484984339591487,Medium Risk,Monitor and Contact for further deals
8713-IGZSO,2,24.85,62.0,Month-to-month,No,0.4320582368331175,Medium Risk,Monitor and Contact for further deals
5868-YTYKS,1,20.25,20.25,Month-to-month,No,0.43170601081462934,Medium Risk,Monitor and Contact for further deals
9277-JOOMO,3,24.6,86.35,Month-to-month,No,0.4315008294694868,Medium Risk,Monitor and Contact for further deals
5542-DHSXL,4,54.7,235.05,Month-to-month,DSL,0.43091116563787274,Medium Risk,Monitor and Contact for further deals
7797-EJMDP,8,66.05,574.5,Month-to-month,DSL,0.4301199425082275,Medium Risk,Monitor and Contact for further deals
3541-ZNUHK,55,85.1,4600.95,Month-to-month,Fiber optic,0.4294761089305571,Medium Risk,Monitor and Contact for further deals
5334-JLAXU,60,94.1,5475.9,Month-to-month,Fiber optic,0.42813849533990445,Medium Risk,Monitor and Contact for further deals
3694-GLTJM,5,19.65,92.05,Month-to-month,No,0.4277184014324831,Medium Risk,Monitor and Contact for further deals
0303-WMMRN,5,19.25,86.05,Month-to-month,No,0.42562595139479464,Medium Risk,Monitor and Contact for further deals
1698-XFZCI,61,107.75,6521.9,One year,Fiber optic,0.4255326000164899,Medium Risk,Monitor and Contact for further deals
8970-ANWXO,23,73.75,1756.6,One year,DSL,0.42274489854866887,Medium Risk,Monitor and Contact for further deals
6890-PFRQX,18,69.5,1199.4,Month-to-month,DSL,0.41983589764526336,Medium Risk,Monitor and Contact for further deals
3723-BFBGR,24,54.8,1291.3,Month-to-month,DSL,0.41936206832700984,Medium Risk,Monitor and Contact for further deals
3445-HXXGF,58,45.3,2651.2,Month-to-month,DSL,0.4169791433811985,Medium Risk,Monitor and Contact for further deals
2379-GYFLQ,46,94.9,4422.95,One year,Fiber optic,0.4158619663870111,Medium Risk,Monitor and Contact for further deals
6439-LAJXL,9,68.95,593.85,Month-to-month,DSL,0.4157445923968928,Medium Risk,Monitor and Contact for further deals
7776-QWNFX,30,50.4,1527.5,Month-to-month,DSL,0.4136811735249627,Medium Risk,Monitor and Contact for further deals
7241-AJHFS,32,87.65,2766.4,Month-to-month,Fiber optic,0.41350738345492605,Medium Risk,Monitor and Contact for further deals
5469-CTCWN,61,106.0,6547.7,One year,Fiber optic,0.4117016449589759,Medium Risk,Monitor and Contact for further deals
3407-QGWLG,3,20.05,75.45,Month-to-month,No,0.411046971653058,Medium Risk,Monitor and Contact for further deals
1814-DKOLC,5,25.45,134.75,Month-to-month,No,0.4096639439652983,Medium Risk,Monitor and Contact for further deals
8952-WCVCD,41,104.45,4162.05,One year,Fiber optic,0.40964110274298543,Medium Risk,Monitor and Contact for further deals
8963-JLGJT,3,55.9,157.55,Month-to-month,DSL,0.4095958376427782,Medium Risk,Monitor and Contact for further deals
8189-HBVRW,53,90.8,4921.2,Month-to-month,Fiber optic,0.4095011842465964,Medium Risk,Monitor and Contact for further deals
9481-IEBZY,72,112.9,8061.5,Month-to-month,Fiber optic,0.4090997690141895,Medium Risk,Monitor and Contact for further deals
6402-SSEJG,25,61.05,1540.2,One year,DSL,0.4087725851583653,Medium Risk,Monitor and Contact for further deals
4939-KYYPY,27,59.45,1611.65,Month-to-month,DSL,0.4079627339188274,Medium Risk,Monitor and Contact for further deals
8495-PRWFH,42,55.65,2421.75,Month-to-month,DSL,0.4076696684903691,Medium Risk,Monitor and Contact for further deals
5315-CKEQK,28,51.0,1381.8,One year,DSL,0.4043493889451562,Medium Risk,Monitor and Contact for further deals
1905-OEILC,1,19.5,19.5,Month-to-month,No,0.403676951346958,Medium Risk,Monitor and Contact for further deals
8329-IBCTI,1,19.65,19.65,Month-to-month,No,0.4035761008814754,Medium Risk,Monitor and Contact for further deals
6654-QGBZZ,1,19.9,19.9,Month-to-month,No,0.4034080348830498,Medium Risk,Monitor and Contact for further deals
8563-IIOXK,7,49.75,331.3,One year,DSL,0.403250532233417,Medium Risk,Monitor and Contact for further deals
9426-SXNHE,2,18.75,53.15,Month-to-month,No,0.4031416925607901,Medium Risk,Monitor and Contact for further deals
2592-YKDIF,1,20.35,20.35,Month-to-month,No,0.40310557323855245,Medium Risk,Monitor and Contact for further deals
1963-VAUKV,1,20.4,20.4,Month-to-month,No,0.40307197093236385,Medium Risk,Monitor and Contact for further deals
6475-VHUIZ,23,54.25,1221.55,Month-to-month,DSL,0.4028634610599991,Medium Risk,Monitor and Contact for further deals
6994-ORCWG,14,54.25,773.2,One year,DSL,0.4026936553360938,Medium Risk,Monitor and Contact for further deals
1194-SPVSP,1,19.65,19.65,Month-to-month,No,0.40266683184213276,Medium Risk,Monitor and Contact for further deals
6128-DAFVY,56,44.85,2564.95,Month-to-month,DSL,0.4020021699177108,Medium Risk,Monitor and Contact for further deals
1614-JBEBI,8,20.7,137.6,Month-to-month,No,0.4014424509304554,Medium Risk,Monitor and Contact for further deals
0786-IVLAW,66,108.1,7238.6,One year,Fiber optic,0.39910424758518154,Low Risk,Normal Customer
3339-EAQNV,72,97.25,7133.1,One year,Fiber optic,0.3985004508297104,Low Risk,Normal Customer
8292-TYSPY,19,55.0,1046.5,Month-to-month,DSL,0.3977970456472972,Low Risk,Normal Customer
2542-HYGIQ,1,19.95,19.95,Month-to-month,No,0.3956574093769686,Low Risk,Normal Customer
9975-SKRNR,1,18.9,18.9,Month-to-month,No,0.394378985191456,Low Risk,Normal Customer
2308-STERM,2,19.4,61.05,Month-to-month,No,0.39434588896034484,Low Risk,Normal Customer
5766-ZJYBB,1,19.4,19.4,Month-to-month,No,0.3940454749223839,Low Risk,Normal Customer
8393-JMVMB,1,19.45,19.45,Month-to-month,No,0.3940121293185326,Low Risk,Normal Customer
1029-QFBEN,1,19.55,19.55,Month-to-month,No,0.393945441072519,Low Risk,Normal Customer
3785-NRHYR,1,19.65,19.65,Month-to-month,No,0.3938787567772995,Low Risk,Normal Customer
4892-VLANZ,1,19.8,19.8,Month-to-month,No,0.3937787377471306,Low Risk,Normal Customer
6286-SUUWT,1,19.95,19.95,Month-to-month,No,0.3936787276189015,Low Risk,Normal Customer
